10.14469/hpc/10386>	[IFDReference 1 >as>null doi:https://doi.org/10.14469/hpc/10386]	Syntheses and Characterization of Main Group, Transition Metal, Lanthanide and Actinide Complexes of Bidentate Acylpyrazolone Ligands
10.14469/hpc/10386>C>11349>	[IFDReference 2 >as>null doi:https://doi.org/10.14469/hpc/11349]
10.14469/hpc/10386>C>11799>C>11798>C>11823>D>R	[IFDReference 516 >as>5-1H in CD3OD.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11823&file=4]
10.14469/hpc/10386>C>11799>C>11798>C>11823>D>R	[IFDReference 517 >as>5-1H in CD3OD.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11823&file=3]
10.14469/hpc/10386>C>11799>C>11798>C>11823>D>R	[IFDReference 518 >as>5-1H in CD3OD.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11823&file=2]
10.14469/hpc/10386>C>11799>C>11798>C>11823>D>R	[IFDReference 519 >as>5-1H in CD3OD.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11823&file=1]
10.14469/hpc/10386>C>11799>C>11798>C>11825>	[IFDReference 520 >as>null doi:https://doi.org/10.14469/hpc/11825]	NMR Data for Ethyl 3-oxo-2,3-dihydro-1H-pyrazole-4-carboxylate (5). 13C dmso-d6
10.14469/hpc/10386>C>11799>C>11798>C>11825>D>R	[IFDReference 521 >as>5.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11825&file=14]
10.14469/hpc/10386>C>11799>C>11798>C>11825>D>R	[IFDReference 522 >as>5.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11825&file=13]
10.14469/hpc/10386>C>11799>C>11798>C>11825>D>R	[IFDReference 523 >as>5.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11825&file=12]
10.14469/hpc/10386>C>11799>C>11798>C>11825>D>R	[IFDReference 524 >as>5.jpeg url:https://data.hpc.imperial.ac.uk/resolve/?doi=11825&file=11]
10.14469/hpc/10386>C>11799>C>11798>C>11825>D>R	[IFDReference 525 >as>5-13C in dmso-d6.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11825&file=4]
10.14469/hpc/10386>C>11799>C>11798>C>11825>D>R	[IFDReference 526 >as>5-13C in dmso-d6.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11825&file=3]
10.14469/hpc/10386>C>11799>C>11798>C>11825>D>R	[IFDReference 527 >as>5-in dmso-d6.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11825&file=2]
10.14469/hpc/10386>C>11799>C>11798>C>11825>D>R	[IFDReference 528 >as>5-13C in dmso-d6.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11825&file=1]
10.14469/hpc/10386>C>11799>C>11798>C>11822>	[IFDReference 529 >as>null doi:https://doi.org/10.14469/hpc/11822]	NMR Data for Ethyl 3-oxo-2,3-dihydro-1H-pyrazole-4-carboxylate (5), 1H, dmso-d6
10.14469/hpc/10386>C>11799>C>11798>C>11822>D>R	[IFDReference 530 >as>5.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11822&file=12]
10.14469/hpc/10386>C>11799>C>11798>C>11822>D>R	[IFDReference 531 >as>5.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11822&file=11]
10.14469/hpc/10386>C>11799>C>11798>C>11822>D>R	[IFDReference 532 >as>5.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11822&file=10]
10.14469/hpc/10386>C>11799>C>11798>C>11822>D>R	[IFDReference 533 >as>5-1H in dmso-d6.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11822&file=4]
10.14469/hpc/10386>C>11799>C>11798>C>11822>D>R	[IFDReference 534 >as>5-1H in dmso-d6.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11822&file=3]
10.14469/hpc/10386>C>11799>C>11798>C>11822>D>R	[IFDReference 535 >as>5-1H in dmso-d6.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11822&file=2]
10.14469/hpc/10386>C>11799>C>11798>C>11822>D>R	[IFDReference 536 >as>5-1H in dmso-d6.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11822&file=1]
10.14469/hpc/10386>C>11799>C>11826>	[IFDReference 537 >as>null doi:https://doi.org/10.14469/hpc/11826]	IR Data for Ethyl 3-oxo-2,3-dihydro-1H-pyrazole-4-carboxylate (5).
10.14469/hpc/10386>C>11799>C>11826>D>R	[IFDReference 538 >as>5.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11826&file=4]
10.14469/hpc/10386>C>11799>C>11826>D>R	[IFDReference 539 >as>5.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11826&file=3]
10.14469/hpc/10386>C>11799>C>11826>D>R	[IFDReference 540 >as>5.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11826&file=2]
10.14469/hpc/10386>C>11799>C>11826>D>R	[IFDReference 541 >as>TM-VI-033 cyclized_2021-06-13T11-24-55.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11826&file=1]
10.14469/hpc/10386>C>11799>C>12304>	[IFDReference 542 >as>null doi:https://doi.org/10.14469/hpc/12304]	Crystal data for Ethyl 3-oxo-2,3-dihydro-1H-pyrazole-4-carboxylate (5).
10.14469/hpc/10386>C>11799>C>12304>D>R	[IFDReference 543 >as>5.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=12304&file=6]
10.14469/hpc/10386>C>11799>C>12304>D>R	[IFDReference 544 >as>5.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=12304&file=5]
10.14469/hpc/10386>C>11799>C>12304>D>R	[IFDReference 545 >as>5.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=12304&file=4]
10.14469/hpc/10386>C>11799>C>12304>D>R	[IFDReference 546 >as>AB2127.7z url:https://data.hpc.imperial.ac.uk/resolve/?doi=12304&file=3]
10.14469/hpc/10386>C>11799>C>12304>D>R	[IFDReference 547 >as>AB2127.tar.gz url:https://data.hpc.imperial.ac.uk/resolve/?doi=12304&file=2]
10.14469/hpc/10386>C>11799>C>12304>D>R	[IFDReference 548 >as>AB2127_x.cif url:https://data.hpc.imperial.ac.uk/resolve/?doi=12304&file=1]
10.14469/hpc/10386>C>11799>C>12304>D>ccdc.csd.cc2d6pt4>	[IFDReference 549 >as>null doi:https://doi.org/10.5517/ccdc.csd.cc2d6pt4]	CCDC 2210976: Experimental Crystal Structure Determination
10.14469/hpc/10386>C>11708>	[IFDReference 550 >as>null doi:https://doi.org/10.14469/hpc/11708]
10.14469/hpc/10386>C>11708>C>11787>	[IFDReference 551 >as>null doi:https://doi.org/10.14469/hpc/11787]
10.14469/hpc/10386>C>11708>C>11787>C>11792>	[IFDReference 552 >as>null doi:https://doi.org/10.14469/hpc/11792]	NMR Data for ethyl 3-oxo-2-phenyl-2,3-dihydro-1H-pyrazole-4-carboxylate (6). 13C, CDCl3
10.14469/hpc/10386>C>11708>C>11787>C>11792>D>R	[IFDReference 553 >as>6.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11792&file=7]
10.14469/hpc/10386>C>11708>C>11787>C>11792>D>R	[IFDReference 554 >as>6.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11792&file=6]
10.14469/hpc/10386>C>11708>C>11787>C>11792>D>R	[IFDReference 555 >as>6.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11792&file=5]
10.14469/hpc/10386>C>11708>C>11787>C>11792>D>R	[IFDReference 556 >as>6-13C in CDCl3.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11792&file=4]
10.14469/hpc/10386>C>11708>C>11787>C>11792>D>R	[IFDReference 557 >as>6-13C in CDCl3.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11792&file=3]
10.14469/hpc/10386>C>11708>C>11787>C>11792>D>R	[IFDReference 558 >as>6-13C in CDCl3.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11792&file=2]
10.14469/hpc/10386>C>11708>C>11787>C>11792>D>R	[IFDReference 559 >as>6-13C in CDCl3.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11792&file=1]
10.14469/hpc/10386>C>11708>C>11787>C>11791>	[IFDReference 560 >as>null doi:https://doi.org/10.14469/hpc/11791]	NMR Data for ethyl 3-oxo-2-phenyl-2,3-dihydro-1H-pyrazole-4-carboxylate (6), 13C, CD3OD
10.14469/hpc/10386>C>11708>C>11787>C>11791>D>R	[IFDReference 561 >as>6.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11791&file=7]
10.14469/hpc/10386>C>11708>C>11787>C>11791>D>R	[IFDReference 562 >as>6.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11791&file=6]
10.14469/hpc/10386>C>11708>C>11787>C>11791>D>R	[IFDReference 563 >as>6.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11791&file=5]
10.14469/hpc/10386>C>11708>C>11787>C>11791>D>R	[IFDReference 564 >as>6-13C in CD3OD.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11791&file=4]
10.14469/hpc/10386>C>11708>C>11787>C>11791>D>R	[IFDReference 565 >as>6-13C in CD3OD.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11791&file=3]
10.14469/hpc/10386>C>11708>C>11787>C>11791>D>R	[IFDReference 566 >as>6-13C in CD3OD.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11791&file=2]
10.14469/hpc/10386>C>11708>C>11787>C>11791>D>R	[IFDReference 567 >as>6-13C in CD3OD.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11791&file=1]
10.14469/hpc/10386>C>11708>C>11787>C>11784>	[IFDReference 568 >as>null doi:https://doi.org/10.14469/hpc/11784]	NMR Data for  ethyl 3-oxo-2-phenyl-2,3-dihydro-1H-pyrazole-4-carboxylate (6), 1H, CDCl3
10.14469/hpc/10386>C>11708>C>11787>C>11784>C>R	[IFDReference 569 >as>6.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11784&file=7]
10.14469/hpc/10386>C>11708>C>11787>C>11784>C>R	[IFDReference 570 >as>6.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11784&file=6]
10.14469/hpc/10386>C>11708>C>11787>C>11784>C>R	[IFDReference 571 >as>6.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11784&file=5]
10.14469/hpc/10386>C>11708>C>11787>C>11784>C>R	[IFDReference 572 >as>6-1H in CDCl3.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11784&file=4]
10.14469/hpc/10386>C>11708>C>11787>C>11784>C>R	[IFDReference 573 >as>6-1H in CDCl3.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11784&file=3]
10.14469/hpc/10386>C>11708>C>11787>C>11784>C>R	[IFDReference 574 >as>6-1H in CDCl3.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11784&file=2]
10.14469/hpc/10386>C>11708>C>11787>C>11784>C>R	[IFDReference 575 >as>6-1H in CDCl3.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11784&file=1]
10.14469/hpc/10386>C>11708>C>11787>C>11790>	[IFDReference 576 >as>null doi:https://doi.org/10.14469/hpc/11790]	NMR Data for ethyl 3-oxo-2-phenyl-2,3-dihydro-1H-pyrazole-4-carboxylate (6), 1H, CD3OD
10.14469/hpc/10386>C>11708>C>11787>C>11790>D>R	[IFDReference 577 >as>6.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11790&file=7]
10.14469/hpc/10386>C>11708>C>11787>C>11790>D>R	[IFDReference 578 >as>6.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11790&file=6]
10.14469/hpc/10386>C>11708>C>11787>C>11790>D>R	[IFDReference 579 >as>6.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11790&file=5]
10.14469/hpc/10386>C>11708>C>11787>C>11790>D>R	[IFDReference 580 >as>6-1H in CD3OD.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11790&file=4]
10.14469/hpc/10386>C>11708>C>11787>C>11790>D>R	[IFDReference 581 >as>6-1H in CD3OD.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11790&file=3]
10.14469/hpc/10386>C>11708>C>11787>C>11790>D>R	[IFDReference 582 >as>6-1H in CD3OD.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11790&file=2]
10.14469/hpc/10386>C>11708>C>11787>C>11790>D>R	[IFDReference 583 >as>6-1H in CD3OD.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11790&file=1]
10.14469/hpc/10386>C>11708>C>11787>C>11795>	[IFDReference 584 >as>null doi:https://doi.org/10.14469/hpc/11795]	NMR Data for ethyl 3-oxo-2-phenyl-2,3-dihydro-1H-pyrazole-4-carboxylate (6). 1H, 13C, HMBC
10.14469/hpc/10386>C>11708>C>11787>C>11795>D>R	[IFDReference 585 >as>6.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11795&file=7]
10.14469/hpc/10386>C>11708>C>11787>C>11795>D>R	[IFDReference 586 >as>6.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11795&file=6]
10.14469/hpc/10386>C>11708>C>11787>C>11795>D>R	[IFDReference 587 >as>6.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11795&file=5]
10.14469/hpc/10386>C>11708>C>11787>C>11795>D>R	[IFDReference 588 >as>6-hmbc in CDCl3.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11795&file=4]
10.14469/hpc/10386>C>11708>C>11787>C>11795>D>R	[IFDReference 589 >as>6-hmbc in CDCl3.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11795&file=3]
10.14469/hpc/10386>C>11708>C>11787>C>11795>D>R	[IFDReference 590 >as>6-hmbc in CDCl3.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11795&file=2]
10.14469/hpc/10386>C>11708>C>11787>C>11795>D>R	[IFDReference 591 >as>6-hmbc in CDCl3.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11795&file=1]
10.14469/hpc/10386>C>11708>C>11787>C>11797>	[IFDReference 592 >as>null doi:https://doi.org/10.14469/hpc/11797]	NMR Data for ethyl 3-oxo-2-phenyl-2,3-dihydro-1H-pyrazole-4-carboxylate (6), 1H, 13C, HSQC
10.14469/hpc/10386>C>11708>C>11787>C>11797>D>R	[IFDReference 593 >as>6.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11797&file=8]
10.14469/hpc/10386>C>11708>C>11787>C>11797>D>R	[IFDReference 594 >as>6.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11797&file=7]
10.14469/hpc/10386>C>11708>C>11787>C>11797>D>R	[IFDReference 595 >as>6-hsqc in CDCl3.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11797&file=4]
10.14469/hpc/10386>C>11708>C>11787>C>11797>D>R	[IFDReference 596 >as>6-hsqc in CDCl3.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11797&file=3]
10.14469/hpc/10386>C>11708>C>11787>C>11797>D>R	[IFDReference 597 >as>6-hsqc in CDCl3.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11797&file=2]
10.14469/hpc/10386>C>11708>C>11787>C>11797>D>R	[IFDReference 598 >as>6-hsqc in CDCl3.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11797&file=1]
10.14469/hpc/10386>C>11708>C>11787>C>11794>	[IFDReference 599 >as>null doi:https://doi.org/10.14469/hpc/11794]	NMR Data for  ethyl 3-oxo-2-phenyl-2,3-dihydro-1H-pyrazole-4-carboxylate,  (6), 1H, COSY
10.14469/hpc/10386>C>11708>C>11787>C>11794>D>R	[IFDReference 600 >as>6.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11794&file=8]
10.14469/hpc/10386>C>11708>C>11787>C>11794>D>R	[IFDReference 601 >as>6.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11794&file=7]
10.14469/hpc/10386>C>11708>C>11787>C>11794>D>R	[IFDReference 602 >as>6-cosy in CDCl3.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11794&file=4]
10.14469/hpc/10386>C>11708>C>11787>C>11794>D>R	[IFDReference 603 >as>6-cosy in CDCl3.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11794&file=3]
10.14469/hpc/10386>C>11708>C>11787>C>11794>D>R	[IFDReference 604 >as>6-cosy in CDCl3.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11794&file=2]
10.14469/hpc/10386>C>11708>C>11787>C>11794>D>R	[IFDReference 605 >as>6-cosy in CDCl3.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11794&file=1]
10.14469/hpc/10386>C>11708>C>11793>	[IFDReference 606 >as>null doi:https://doi.org/10.14469/hpc/11793]
10.14469/hpc/10386>C>11708>C>11793>D>R	[IFDReference 607 >as>6.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11793&file=4]
10.14469/hpc/10386>C>11708>C>11793>D>R	[IFDReference 608 >as>6.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11793&file=3]
10.14469/hpc/10386>C>11708>C>11793>D>R	[IFDReference 609 >as>6.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11793&file=2]
10.14469/hpc/10386>C>11708>C>11793>D>R	[IFDReference 610 >as>TM-VI-152, Ph-pyr_2022-07-19T10-50-11.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11793&file=1]
10.14469/hpc/10386>C>11742>	[IFDReference 611 >as>null doi:https://doi.org/10.14469/hpc/11742]
10.14469/hpc/10386>C>11742>C>R	[IFDReference 612 >as>64.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11742&file=4]
10.14469/hpc/10386>C>11742>C>R	[IFDReference 613 >as>64.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11742&file=3]
10.14469/hpc/10386>C>11742>C>R	[IFDReference 614 >as>64.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11742&file=2]
10.14469/hpc/10386>C>11711>	[IFDReference 615 >as>null doi:https://doi.org/10.14469/hpc/11711]
10.14469/hpc/10386>C>11711>C>11830>	[IFDReference 616 >as>null doi:https://doi.org/10.14469/hpc/11830]
10.14469/hpc/10386>C>11711>C>11830>C>11852>	[IFDReference 617 >as>null doi:https://doi.org/10.14469/hpc/11852]	NMR Data for 4-benzoyl-2-(4-methoxybenzyl)-1,2-dihydro-3H-pyrazol-3-one (10), 1H, CDCl3
10.14469/hpc/10386>C>11711>C>11830>C>11852>D>R	[IFDReference 618 >as>10.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11852&file=10]
10.14469/hpc/10386>C>11711>C>11830>C>11852>D>R	[IFDReference 619 >as>10.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11852&file=9]
10.14469/hpc/10386>C>11711>C>11830>C>11852>D>R	[IFDReference 620 >as>10.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11852&file=8]
10.14469/hpc/10386>C>11711>C>11830>C>11852>D>R	[IFDReference 621 >as>10-1H in CDCl3.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11852&file=4]
10.14469/hpc/10386>C>11711>C>11830>C>11852>D>R	[IFDReference 622 >as>10-1H in CDCl3.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11852&file=3]
10.14469/hpc/10386>C>11711>C>11830>C>11852>D>R	[IFDReference 623 >as>10-1H in CDCl3.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11852&file=2]
10.14469/hpc/10386>C>11711>C>11830>C>11852>D>R	[IFDReference 624 >as>10-1H in CDCl3.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11852&file=1]
10.14469/hpc/10386>C>11711>C>11830>C>11853>	[IFDReference 625 >as>null doi:https://doi.org/10.14469/hpc/11853]	NMR Data for 4-benzoyl-2-(4-methoxybenzyl)-1,2-dihydro-3H-pyrazol-3-one (10), 1H, CD3OD
10.14469/hpc/10386>C>11711>C>11830>C>11853>D>R	[IFDReference 626 >as>10-1H in CD3OD.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11853&file=7]
10.14469/hpc/10386>C>11711>C>11830>C>11853>D>R	[IFDReference 627 >as>10-1H in CD3OD.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11853&file=6]
10.14469/hpc/10386>C>11711>C>11830>C>11853>D>R	[IFDReference 628 >as>10-1H in CD3OD.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11853&file=5]
10.14469/hpc/10386>C>11711>C>11830>C>11853>D>R	[IFDReference 629 >as>10.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11853&file=4]
10.14469/hpc/10386>C>11711>C>11830>C>11853>D>R	[IFDReference 630 >as>10.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11853&file=3]
10.14469/hpc/10386>C>11711>C>11830>C>11853>D>R	[IFDReference 631 >as>10.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11853&file=2]
10.14469/hpc/10386>C>11711>C>11830>C>11853>D>R	[IFDReference 632 >as>10-1H in CD3OD.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11853&file=1]
10.14469/hpc/10386>C>11711>C>11830>C>11854>	[IFDReference 633 >as>null doi:https://doi.org/10.14469/hpc/11854]	NMR Data for 4-benzoyl-2-(4-methoxybenzyl)-1,2-dihydro-3H-pyrazol-3-one (10), 13C, CDCl3
10.14469/hpc/10386>C>11711>C>11830>C>11854>D>R	[IFDReference 634 >as>10.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11854&file=10]
10.14469/hpc/10386>C>11711>C>11830>C>11854>D>R	[IFDReference 635 >as>10.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11854&file=9]
10.14469/hpc/10386>C>11711>C>11830>C>11854>D>R	[IFDReference 636 >as>10.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11854&file=8]
10.14469/hpc/10386>C>11711>C>11830>C>11854>D>R	[IFDReference 637 >as>10-13C in CDCl3.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11854&file=4]
10.14469/hpc/10386>C>11711>C>11830>C>11854>D>R	[IFDReference 638 >as>10-13C in CDCl3.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11854&file=3]
10.14469/hpc/10386>C>11711>C>11830>C>11854>D>R	[IFDReference 639 >as>10-13C in CDCl3.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11854&file=2]
10.14469/hpc/10386>C>11711>C>11830>C>11854>D>R	[IFDReference 640 >as>10-13C in CDCl3.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11854&file=1]
10.14469/hpc/10386>C>11711>C>11830>C>11855>	[IFDReference 641 >as>null doi:https://doi.org/10.14469/hpc/11855]	NMR Data for 4-benzoyl-2-(4-methoxybenzyl)-1,2-dihydro-3H-pyrazol-3-one (10), 13C, CD3OD
10.14469/hpc/10386>C>11711>C>11830>C>11855>D>R	[IFDReference 642 >as>10.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11855&file=10]
10.14469/hpc/10386>C>11711>C>11830>C>11855>D>R	[IFDReference 643 >as>10.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11855&file=9]
10.14469/hpc/10386>C>11711>C>11830>C>11855>D>R	[IFDReference 644 >as>10.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11855&file=8]
10.14469/hpc/10386>C>11711>C>11830>C>11855>D>R	[IFDReference 645 >as>10-13C in CD3OD.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11855&file=4]
10.14469/hpc/10386>C>11711>C>11830>C>11855>D>R	[IFDReference 646 >as>10-13C in CD3OD.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11855&file=3]
10.14469/hpc/10386>C>11711>C>11830>C>11855>D>R	[IFDReference 647 >as>10-13C in CD3OD.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11855&file=2]
10.14469/hpc/10386>C>11711>C>11830>C>11855>D>R	[IFDReference 648 >as>10-13C in CD3OD.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11855&file=1]
10.14469/hpc/10386>C>11711>C>11830>C>11856>	[IFDReference 649 >as>null doi:https://doi.org/10.14469/hpc/11856]	NMR Data for 4-benzoyl-2-(4-methoxybenzyl)-1,2-dihydro-3H-pyrazol-3-one (10), 1H, COSY
10.14469/hpc/10386>C>11711>C>11830>C>11856>D>R	[IFDReference 650 >as>10.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11856&file=10]
10.14469/hpc/10386>C>11711>C>11830>C>11856>D>R	[IFDReference 651 >as>10.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11856&file=9]
10.14469/hpc/10386>C>11711>C>11830>C>11856>D>R	[IFDReference 652 >as>10.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11856&file=8]
10.14469/hpc/10386>C>11711>C>11830>C>11856>D>R	[IFDReference 653 >as>10-cosy in CDCl3.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11856&file=4]
10.14469/hpc/10386>C>11711>C>11830>C>11856>D>R	[IFDReference 654 >as>10-cosy in CDCl3.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11856&file=3]
10.14469/hpc/10386>C>11711>C>11830>C>11856>D>R	[IFDReference 655 >as>10-cosy in CDCl3.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11856&file=2]
10.14469/hpc/10386>C>11711>C>11830>C>11856>D>R	[IFDReference 656 >as>10-cosy in CDCl3.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11856&file=1]
10.14469/hpc/10386>C>11711>C>11830>C>11857>	[IFDReference 657 >as>null doi:https://doi.org/10.14469/hpc/11857]	NMR Data for 4-benzoyl-2-(4-methoxybenzyl)-1,2-dihydro-3H-pyrazol-3-one (10), 1H, 13C, HMBC
10.14469/hpc/10386>C>11711>C>11830>C>11857>D>R	[IFDReference 658 >as>10.mol url:https://data.hpc.imperial.ac.uk/resolve/?doi=11857&file=10]
10.14469/hpc/10386>C>11711>C>11830>C>11857>D>R	[IFDReference 659 >as>10.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11857&file=9]
10.14469/hpc/10386>C>11711>C>11830>C>11857>D>R	[IFDReference 660 >as>10.cdxml url:https://data.hpc.imperial.ac.uk/resolve/?doi=11857&file=8]
10.14469/hpc/10386>C>11711>C>11830>C>11857>D>R	[IFDReference 661 >as>10-hmbc in CDCl3.pdf url:https://data.hpc.imperial.ac.uk/resolve/?doi=11857&file=4]
10.14469/hpc/10386>C>11711>C>11830>C>11857>D>R	[IFDReference 662 >as>10-hmbc in CDCl3.jdx url:https://data.hpc.imperial.ac.uk/resolve/?doi=11857&file=3]
10.14469/hpc/10386>C>11711>C>11830>C>11857>D>R	[IFDReference 663 >as>10-hmbc in CDCl3.mnova url:https://data.hpc.imperial.ac.uk/resolve/?doi=11857&file=2]
10.14469/hpc/10386>C>11711>C>11830>C>11857>D>R	[IFDReference 664 >as>10-hmbc in CDCl3.zip url:https://data.hpc.imperial.ac.uk/resolve/?doi=11857&file=1]
10.14469/hpc/10386>C>11711>C>11830>C>11858>	[IFDReference 665 >as>null doi:https://doi.org/10.14469/hpc/11858]	NMR Data for 4-benzoyl-2-(4-methoxybenzyl)-1,2-dihydro-3H-pyrazol-3-one (10), 1H, 13C, HMQC
10.14469/hpc/10386>C>11711>C>11830>C>11858>D>R	[IFDReference 666 >as>10.png url:https://data.hpc.imperial.ac.uk/resolve/?doi=11858&file=10]
